Player,Pos,GP,G,A,+/-,PIM,S,TOI,BLK,HIT,FOW,FOL,ID
Tobias Rieder,C,44,5,2,-9,2,63,539,34,21,1,7,riedeto01
Morgan Rielly,D,55,5,30,11,14,101,1299,61,63,0,0,riellmo01
Juuso Riikola,D,2,0,0,0,0,1,23,1,5,0,0,riikoju01
Zac Rinaldo,C,4,0,0,-1,5,1,23,0,13,0,0,rinalza01
Rasmus Ristolainen,D,49,4,14,-18,36,73,1092,68,193,0,0,ristora01
Brett Ritchie,RW,32,4,4,-5,24,36,364,6,97,3,6,ritchbr01
Nick Ritchie,LW,56,15,11,-7,37,121,861,17,102,0,4,ritchni01
Jason Robertson,LW,51,17,28,13,16,127,861,13,28,5,2,roberja01
Nicholas Robertson,LW,6,0,1,1,0,9,57,2,3,0,0,roberni01
Buddy Robinson,RW,9,0,0,0,0,6,64,0,14,1,2,robinbu01
Eric Robinson,LW,56,8,10,6,4,75,694,16,94,3,3,robiner01
Evan Rodrigues,C,35,7,7,-3,6,65,494,10,21,54,74,rodriev01
Alexander Romanov,D,54,1,5,1,21,71,932,60,138,0,0,romanal01
Kevin Rooney,C,54,8,6,0,54,62,667,35,110,197,241,rooneke01
Jack Roslovic,C,48,12,22,-11,14,85,811,22,34,232,361,rosloja01
Antoine Roussel,LW,35,1,3,4,37,28,403,18,63,2,2,roussan01
Carter Rowney,RW,19,0,6,-2,2,10,271,21,45,8,6,rowneca01
Matt Roy,D,44,2,8,0,8,57,847,67,61,0,0,royma04
Nicolas Roy,C,50,6,9,9,14,52,651,23,50,142,175,royni01
Chad Ruhwedel,D,17,0,2,3,14,16,250,13,32,0,0,ruhwech01
Arttu Ruotsalainen,F,17,5,1,-9,8,28,238,4,16,4,6,ruotsar01
Kris Russell,D,35,0,9,0,8,41,644,75,41,0,0,russekr01
Patrick Russell,RW,8,0,2,0,0,12,85,0,13,1,3,russepa01
Bryan Rust,RW,56,22,20,9,18,154,1105,30,62,3,3,rustbr01
Jan Rutta,D,35,0,8,12,22,46,561,32,30,0,0,ruttaja02
Adam Ruzicka,C,3,0,1,2,4,3,32,0,1,14,15,ruzicad01
Bobby Ryan,LW,33,7,7,-14,27,73,506,17,31,5,11,ryanbo01
Derek Ryan,C,43,2,11,6,16,37,511,21,13,153,141,ryande01
Joakim Ryan,D,4,0,0,-1,0,2,43,1,1,0,0,ryanjo02
Drake Rymsha,C,1,0,0,1,0,0,13,0,0,0,0,rymshdr01
Brandon Saad,LW,44,15,9,1,12,68,620,10,16,27,35,saadbr01
Scott Sabourin,F,1,0,0,0,5,0,4,0,3,0,0,sabousc01
Mattias Samuelsson,D,12,0,2,-8,4,10,216,10,20,0,0,samuema02
Rasmus Sandin,D,9,0,4,6,0,9,132,7,11,0,0,sandira01
Zach Sanford,LW,52,10,6,-13,25,67,774,44,69,28,40,sanfoza01
Travis Sanheim,D,55,3,12,-22,23,100,1204,73,48,0,0,sanhetr01
Steven Santini,D,3,0,1,1,0,9,42,2,12,0,0,santist01
David Savard,D,54,1,5,-27,24,69,1072,109,132,0,0,savarda01
Luca Sbisa,D,1,0,0,0,0,0,12,2,3,0,0,sbisalu01
Marco Scandella,D,49,3,6,14,24,55,977,64,60,0,0,scandma01
Colton Sceviour,C,46,5,5,0,2,53,441,28,64,5,13,scevico01
Mark Scheifele,C,56,21,42,-4,12,126,1174,38,31,352,355,scheima01
Brayden Schenn,C,56,16,20,-2,35,113,1072,35,119,318,290,schenbr01
Luke Schenn,D,38,2,2,2,51,43,409,17,99,0,0,schenlu01
Nick Schmaltz,C,52,10,22,-1,16,105,887,25,15,230,307,schmani01
Nate Schmidt,D,54,5,10,-7,4,76,1086,72,15,0,0,schmina01
Justin Schultz,D,46,3,24,12,10,67,875,49,28,0,0,schulju01
Jaden Schwartz,C,40,8,13,2,20,70,708,26,40,7,6,schwaja01
Tyler Seguin,C,3,2,0,0,0,8,51,1,8,19,16,seguity01
Andrej Sekera,D,46,3,2,12,4,33,719,62,47,0,0,sekeran01
Zachary Senyshyn,RW,8,0,0,-1,2,10,81,1,11,0,3,senysza01
Mikhail Sergachev,D,56,4,26,5,30,108,1230,73,66,0,0,sergami01
Damon Severson,D,56,3,18,-8,29,91,1259,50,57,0,0,severda01
Michael Sgarbossa,C,5,0,2,2,0,4,49,2,1,10,19,sgarbmi01
Yegor Sharangovich,C,54,16,14,-4,4,114,908,20,20,26,66,sharaye01
Kevin Shattenkirk,D,55,2,13,-8,28,93,1166,58,57,0,0,shattke01
Andrew Shaw,C,14,2,2,-5,6,25,212,4,20,30,26,shawan01
Riley Sheahan,C,53,4,9,-8,8,44,705,15,17,256,247,sheahri01
Conor Sheary,LW,53,14,8,-1,14,88,727,20,24,3,7,shearco01
Kiefer Sherwood,RW,16,0,3,2,0,18,141,6,40,1,1,sherwki01
Kole Sherwood,RW,6,0,1,-2,7,7,62,0,22,0,0,sherwko01
Devin Shore,C,38,5,4,-4,6,27,415,26,73,57,51,shorede01
Drew Shore,C,4,0,0,-1,2,3,34,0,2,3,12,shoredr01
Jonas Siegenthaler,D,15,0,0,-9,4,7,234,17,20,0,0,siegejo01
Dylan Sikura,C,6,2,0,0,0,8,61,1,3,0,0,sikurdy01
Jakob Silfverberg,LW,47,8,8,-17,18,91,796,26,19,9,13,silfvja01
Radim Simek,D,40,2,4,-9,15,26,568,49,76,0,0,simekra01
Wayne Simmonds,RW,38,7,2,-3,45,62,455,15,64,6,6,simmowa01
Dominik Simon,C,11,0,0,0,0,4,106,4,12,3,7,simondo01
Colton Sissons,C,54,8,7,2,18,58,775,27,74,319,272,sissoco01
Jeff Skinner,LW,53,7,7,-11,14,111,770,12,20,28,32,skinnje01
Brady Skjei,D,52,3,7,6,30,104,1078,62,66,0,0,skjeibr01
Jaccob Slavin,D,52,3,12,22,2,101,1195,87,35,0,0,slavija01
Brendan Smith,D,48,5,5,3,73,58,789,41,84,0,0,smithbr05
C.J. Smith,LW,1,0,0,0,0,0,8,0,3,0,0,smithcj01
Cole Smith,F,1,0,0,0,0,1,6,0,0,0,0,smithco02
Craig Smith,C,54,13,19,21,18,132,803,8,66,10,13,smithcr01
Gemel Smith,C,5,0,3,3,11,0,50,1,6,17,23,smithge02
Givani Smith,RW,16,1,3,-5,21,20,169,4,28,0,0,smithgi01
Reilly Smith,RW,53,14,11,10,18,124,947,20,46,0,4,smithre01
Ty Smith,D,48,2,21,-9,22,69,966,35,32,0,0,smithty01
Carl Soderberg,C,45,7,10,-5,18,61,649,36,66,201,190,soderca01
Victor Soderstrom,D,4,1,1,4,0,6,65,0,4,0,0,sodervi01
Marcus Sorensen,RW,29,1,4,-5,16,26,351,11,22,3,4,sorenma01
Carson Soucy,D,50,1,16,22,51,47,764,49,62,0,0,soucyca01
Jason Spezza,C,54,10,20,3,6,81,596,10,26,275,208,spezzja01
Daniel Sprong,RW,42,13,7,7,12,74,490,1,28,4,4,spronda01
Jared Spurgeon,D,54,7,18,-2,6,94,1193,102,52,0,0,spurgja01
Eric Staal,C,53,5,8,-30,10,82,780,15,23,268,279,staaler01
Jordan Staal,C,53,16,22,2,30,103,980,24,135,628,455,staaljo01
Marc Staal,D,56,3,7,-5,20,53,1031,45,58,0,0,staalma01
Steven Stamkos,C,38,17,17,4,16,91,694,10,38,238,178,stamkst01
Logan Stanley,D,37,1,3,13,26,63,489,31,49,0,0,stanllo01
Paul Stastny,C,56,13,16,-3,32,101,975,19,38,324,268,stastpa01
Troy Stecher,D,44,3,8,-13,12,55,762,46,33,0,0,stechtr01
Sam Steel,C,42,6,6,-7,8,42,610,19,41,237,212,steelsa01
Oskar Steen,C,3,0,0,-1,2,6,40,1,11,0,0,steenos01
Kevin Stenlund,C,32,5,5,-4,8,42,401,13,17,103,115,stenlke01
Derek Stepan,C,20,1,5,-6,8,44,301,16,25,130,130,stepade01
Mitchell Stephens,C,7,0,1,-5,0,3,66,1,8,30,20,stephmi01
Chandler Stephenson,C,51,14,21,22,29,83,923,35,43,375,369,stephch02
Riley Stillman,D,21,1,0,5,16,29,323,29,51,0,0,stillri01
Mark Stone,RW,55,21,40,26,28,98,1048,33,31,12,18,stonema01
Michael Stone,D,21,2,2,-1,6,41,338,27,24,0,0,stonemi01
Anton Stralman,D,38,3,6,-1,8,38,720,30,37,0,0,stralan01
Austin Strand,D,13,0,1,2,8,11,180,15,14,0,0,stranau01
Dylan Strome,C,40,9,8,-16,14,71,621,19,8,198,223,stromdy01
Ryan Strome,C,56,14,35,6,39,128,1023,18,22,321,422,stromry01
Marian Studenic,RW,8,1,1,-2,4,7,86,4,13,0,0,studema01
Jack Studnicka,C,20,1,2,-3,0,28,255,10,7,46,55,studnja01
Nico Sturm,C,50,11,6,10,17,64,542,26,48,69,65,sturmni01
Tim Stutzle,LW,53,12,17,-18,14,111,834,15,50,8,19,stuetti02
P.K. Subban,D,44,5,14,-16,26,99,984,46,41,0,0,subbapk01
Oskar Sundqvist,C,28,4,5,-6,14,32,424,25,50,115,124,sundqos01
Antti Suomela,C,4,0,0,0,0,4,44,4,6,14,11,suomean01
Maksim Sushko,RW,2,0,0,-1,0,0,19,0,2,0,0,sushkma01
Pius Suter,F,55,14,13,-5,14,112,898,34,28,266,359,suterpi01
Ryan Suter,D,56,3,16,9,12,86,1242,65,38,0,0,suterry01
Brandon Sutter,C,43,9,3,-9,2,65,648,28,18,276,221,suttebr03
Nick Suzuki,C,56,15,26,-5,26,110,1018,38,70,350,446,suzukni01
Andrei Svechnikov,RW,55,15,27,1,44,147,965,18,114,2,4,svechan01
Evgeny Svechnikov,LW,21,3,5,-3,10,21,248,6,20,1,2,svechev01
Brandon Tanev,LW,32,7,9,12,22,43,462,33,139,3,8,tanevbr01
Chris Tanev,D,56,2,10,15,6,66,1217,107,33,0,0,tanevch01
Vladimir Tarasenko,RW,24,4,10,-7,0,65,418,15,30,0,0,tarasvl01
Tomas Tatar,LW,50,10,20,0,8,82,749,20,63,12,15,tatarto01
John Tavares,C,56,19,31,12,14,163,1019,28,51,471,381,tavarjo01
Matt Tennyson,D,21,1,2,0,2,14,305,25,32,0,0,tennyma01
Teuvo Teravainen,F,21,5,10,5,4,49,345,9,8,13,7,teravte01
Troy Terry,C,48,7,13,-1,18,69,706,13,5,2,2,terrytr01
Alexandre Texier,C,49,4,11,-13,22,75,776,19,49,128,228,texieal01
Shea Theodore,D,53,8,34,28,14,161,1195,43,22,0,0,theodsh01
Ben Thomas,D,5,0,0,1,0,3,71,4,4,0,0,thomabe01
Robert Thomas,C,33,3,9,1,10,22,449,11,5,112,151,thomaro01
Nate Thompson,C,44,2,3,4,4,20,426,20,60,143,141,thompna01
Tage Thompson,C,38,8,6,-6,17,96,527,8,25,2,6,thompta01
Tyce Thompson,RW,7,0,1,-3,0,4,61,2,5,0,9,thompty01
Joe Thornton,C,44,5,15,6,14,42,604,10,32,39,29,thornjo01
Chris Tierney,C,55,6,13,-12,8,53,824,32,23,269,321,tiernch01
Dmytro Timashov,LW,1,0,0,-2,0,1,7,0,2,0,0,timasdm01
Conor Timmins,D,31,0,7,6,8,31,420,22,18,0,0,timmico01
Jarred Tinordi,D,21,0,1,-6,11,30,359,30,56,0,0,tinorja01
Owen Tippett,RW,45,7,11,-5,6,86,517,5,59,2,1,tippeow01
Brady Tkachuk,LW,56,17,19,-17,69,220,1021,23,248,118,131,tkachbr01
Matthew Tkachuk,LW,56,16,27,6,55,151,1017,9,132,3,4,tkachma01
Devon Toews,D,53,9,22,29,16,121,1313,87,44,0,0,toewsde01
Tyler Toffoli,C,52,28,16,0,24,158,911,12,75,21,33,toffoty01
Eeli Tolvanen,RW,40,11,11,-10,4,65,592,16,78,1,5,tolvaee01
Dominic Toninato,C,2,0,1,0,0,2,25,1,4,0,1,tonindo01
Yakov Trenin,C,45,5,6,4,22,62,520,21,94,4,8,treniya01
Vincent Trocheck,C,47,17,26,-3,20,123,857,28,107,431,338,trochvi01
Jacob Trouba,D,38,2,10,3,22,70,817,84,111,0,0,troubja01
Alexander True,F,7,0,1,1,6,7,70,5,4,18,30,trueal01
Alex Tuch,RW,55,18,15,16,28,142,925,36,52,12,20,tuchal01
Kyle Turris,C,27,2,3,-11,10,27,333,8,16,97,107,turriky01
Carsen Twarynski,F,7,0,0,-3,2,4,62,2,17,1,2,twaryca01
Urho Vaakanainen,D,9,0,2,-3,2,15,170,19,3,0,0,vaakaur01
Juuso Valimaki,D,49,2,9,-2,26,72,756,60,28,0,0,valimju01
James van Riemsdyk,LW,56,17,26,2,14,132,926,16,40,9,9,vanrija01
Trevor van Riemsdyk,D,20,1,2,-1,2,23,342,27,13,0,0,vanritr01
Sami Vatanen,D,39,2,4,3,20,55,664,49,27,0,0,vatansa01
Frank Vatrano,LW,56,18,8,8,26,158,813,21,69,4,16,vatrafr01
Joe Veleno,C,5,1,0,0,4,8,76,4,7,17,17,velenjo01
Carter Verhaeghe,C,43,18,18,24,31,107,763,14,33,23,26,verhaca01
Kristian Vesalainen,W,12,0,1,0,0,5,104,5,8,0,0,vesalkr01
Jimmy Vesey,LW,50,5,5,-14,10,58,635,19,38,3,9,veseyji02
Jeffrey Viel,F,11,0,0,-7,23,10,80,0,22,0,0,vielje01
Gabriel Vilardi,C,54,10,13,-8,6,65,797,19,18,291,343,vilarga01
Jake Virtanen,RW,38,5,0,-4,41,50,466,12,83,9,4,virtaja01
Marc-Edouard Vlasic,D,51,1,5,-7,8,37,893,64,40,0,0,vlasima01
Alexander Volkov,RW,37,7,6,1,6,35,431,26,36,2,3,volkoal01
Jakub Voracek,RW,53,9,34,-12,18,104,897,20,17,7,10,voracja01
Jakub Vrana,LW,50,19,17,10,10,100,750,8,29,4,5,vranaja01
Austin Wagner,LW,44,4,4,-14,15,67,462,10,97,0,2,wagneau01
Chris Wagner,C,41,2,3,-9,24,57,479,21,75,41,38,wagnech01
Oliver Wahlstrom,RW,44,12,9,2,21,94,545,14,57,5,7,wahlsol01
Daniel Walcott,D,1,0,0,-1,5,1,10,0,7,0,1,walcoda01
Nathan Walker,C,8,1,0,-4,2,10,108,6,14,2,3,walkena01
Sean Walker,D,47,5,13,-13,18,92,854,72,43,0,0,walkese01
Lucas Wallmark,C,20,0,3,-4,6,11,228,6,25,67,95,wallmlu01
Jake Walman,D,24,1,1,-7,8,47,347,20,26,0,0,walmaja01
Austin Watson,LW,34,3,7,-7,40,41,408,49,100,6,17,watsoau01
Shea Weber,D,48,6,13,-4,33,104,1090,68,70,0,0,webersh01
Yannick Weber,D,2,0,0,-3,0,1,23,0,4,0,0,weberya01
MacKenzie Weegar,D,54,6,30,29,45,101,1194,83,118,0,0,weegama01
Andy Welinski,D,13,0,0,4,0,16,195,7,14,0,0,welinan01
Alexander Wennberg,C,56,17,12,6,8,82,1017,36,29,388,400,wennbal01
Zach Werenski,D,35,7,13,-9,13,79,853,39,21,0,0,werenza01
Blake Wheeler,RW,50,15,31,-17,50,113,917,30,63,3,5,wheelbl01
Colin White,C,45,10,8,-6,16,69,661,18,58,170,232,whiteco02
Colton White,D,2,0,0,-1,0,3,29,0,2,0,0,whiteco03
Zach Whitecloud,D,51,2,10,9,24,54,909,75,85,0,0,whiteza01
Tom Wilson,RW,47,13,20,1,96,83,777,25,105,11,15,wilsoto01
Christian Wolanin,D,18,0,3,-6,8,16,239,7,3,0,0,wolanch01
Miles Wood,LW,55,17,8,-6,29,127,824,25,38,7,13,woodmi01
Kailer Yamamoto,RW,52,8,13,9,26,69,851,40,52,0,1,yamamka01
Keith Yandle,D,56,3,24,-8,38,113,966,27,18,0,0,yandlke01
Jesse Ylonen,RW,1,0,0,0,0,1,11,0,0,0,0,yloneje01
Cameron York,D,3,0,0,-1,0,1,59,2,1,0,0,yorkca01
Pavel Zacha,C,50,17,18,-11,10,103,858,10,42,312,294,zachapa01
Filip Zadina,RW,49,6,13,-4,0,97,823,22,22,5,10,zadinfi01
Nikita Zadorov,D,55,1,7,1,36,52,1056,74,190,0,0,zadorni01
Nikita Zaitsev,D,55,4,13,-13,26,70,1251,110,114,0,0,zaitsni01
Travis Zajac,C,46,8,12,-1,6,50,756,22,51,310,293,zajactr01
Yegor Zamula,D,2,0,0,1,0,5,34,1,1,0,0,zamulye01
Jakub Zboril,D,42,0,9,0,18,35,716,33,63,0,0,zborija01
Trevor Zegras,C,24,3,10,6,12,53,370,4,7,42,54,zegratr01
Mika Zibanejad,C,56,24,26,2,18,171,1126,44,75,479,555,zibanmi01
Radim Zohorna,F,8,2,2,4,4,8,72,0,7,5,3,zohorra01
Artem Zub,D,47,3,11,4,26,39,864,70,89,0,0,zubar01
Mats Zuccarello,LW,42,11,24,9,8,74,701,19,12,11,21,zuccama01
Jason Zucker,LW,38,9,9,-8,21,67,596,15,69,3,7,zuckeja01
